time;x;y;z;gforce
14:11:24:586;0.109;0.465;0.872;0.994
14:11:24:606;0.109;0.457;0.880;0.997
14:11:24:616;0.113;0.446;0.899;1.010
14:11:24:641;0.117;0.457;0.883;1.002
14:11:24:647;0.106;0.473;0.860;0.987
14:11:24:667;0.094;0.473;0.852;0.979
14:11:24:688;0.117;0.469;0.868;0.993
14:11:24:709;0.121;0.461;0.887;1.007
14:11:24:718;0.121;0.457;0.895;1.012
14:11:24:730;0.137;0.465;0.907;1.028
14:11:24:753;0.145;0.489;0.903;1.037
14:11:24:761;0.145;0.496;0.891;1.030
14:11:24:790;0.141;0.496;0.868;1.010
14:11:24:812;0.129;0.493;0.864;1.003
14:11:24:817;0.133;0.477;0.876;1.006
14:11:24:828;0.121;0.481;0.891;1.020
14:11:24:849;0.109;0.485;0.895;1.024
14:11:24:857;0.113;0.477;0.907;1.031
14:11:24:870;0.117;0.489;0.903;1.033
14:11:24:890;0.117;0.496;0.891;1.027
14:11:24:908;0.117;0.504;0.868;1.010
14:11:24:917;0.106;0.508;0.848;0.994
14:11:24:937;0.082;0.500;0.848;0.988
14:11:24:947;0.082;0.496;0.864;1.000
14:11:24:972;0.090;0.489;0.883;1.014
14:11:24:978;0.098;0.489;0.887;1.018
14:11:24:997;0.106;0.489;0.872;1.005
14:11:25:7;0.098;0.496;0.844;0.984
14:11:25:29;0.102;0.493;0.844;0.983
14:11:25:47;0.117;0.481;0.860;0.992
14:11:25:63;0.137;0.477;0.860;0.993
14:11:25:92;0.145;0.473;0.837;0.972
14:11:25:93;0.137;0.508;0.829;0.982
14:11:25:107;0.141;0.524;0.813;0.977
14:11:25:128;0.145;0.532;0.809;0.979
14:11:25:140;0.145;0.536;0.817;0.987
14:11:25:156;0.141;0.524;0.829;0.990
14:11:25:180;0.137;0.512;0.852;1.004
14:11:25:188;0.121;0.504;0.876;1.018
14:11:25:197;0.113;0.516;0.887;1.033
14:11:25:217;0.117;0.520;0.883;1.032
14:11:25:227;0.086;0.516;0.868;1.013
14:11:25:256;0.055;0.512;0.864;1.006
14:11:25:268;0.031;0.504;0.880;1.014
14:11:25:280;0.020;0.485;0.899;1.022
14:11:25:298;0.012;0.465;0.926;1.037
14:11:25:309;0.016;0.465;0.934;1.044
14:11:25:353;0.031;0.465;0.915;1.027
14:11:25:360;0.047;0.481;0.883;1.007
14:11:25:371;0.059;0.496;0.852;0.988
14:11:25:378;0.066;0.520;0.829;0.981
14:11:25:393;0.059;0.516;0.809;0.961
14:11:25:407;0.070;0.524;0.829;0.983
14:11:25:421;0.078;0.532;0.840;0.998
14:11:25:437;0.078;0.539;0.856;1.015
14:11:25:447;0.082;0.536;0.864;1.020
14:11:25:470;0.086;0.520;0.864;1.012
14:11:25:477;0.086;0.516;0.864;1.010
14:11:25:497;0.094;0.508;0.872;1.013
14:11:25:518;0.094;0.508;0.880;1.020
14:11:25:530;0.098;0.508;0.895;1.034
14:11:25:557;0.094;0.512;0.895;1.036
14:11:25:559;0.086;0.504;0.880;1.017
14:11:25:578;0.078;0.508;0.868;1.009
14:11:25:607;0.078;0.504;0.860;1.000
14:11:25:611;0.074;0.508;0.860;1.002
14:11:25:627;0.078;0.512;0.864;1.007
14:11:25:637;0.074;0.512;0.868;1.010
14:11:25:671;0.078;0.504;0.864;1.003
14:11:25:689;0.074;0.508;0.860;1.002
14:11:25:698;0.082;0.512;0.864;1.008
14:11:25:746;0.078;0.516;0.860;1.006
14:11:25:748;0.082;0.508;0.864;1.006
14:11:25:749;0.086;0.508;0.864;1.006
14:11:25:771;0.086;0.508;0.860;1.003
14:11:25:777;0.086;0.504;0.864;1.004
14:11:26:37;0.086;0.504;0.856;0.997
14:11:26:38;0.082;0.508;0.848;0.992
14:11:26:39;0.082;0.512;0.844;0.991
14:11:26:40;0.078;0.512;0.848;0.994
14:11:26:41;0.074;0.512;0.856;1.000
14:11:26:42;0.074;0.516;0.860;1.006
14:11:26:47;0.074;0.512;0.860;1.004
14:11:26:48;0.078;0.508;0.856;0.999
14:11:26:49;0.082;0.508;0.852;0.996
14:11:26:50;0.082;0.512;0.852;0.998
14:11:26:50;0.074;0.516;0.848;0.996
14:11:26:53;0.070;0.524;0.860;1.009
14:11:26:54;0.066;0.520;0.860;1.007
14:11:26:55;0.066;0.520;0.872;1.017
14:11:26:57;0.066;0.520;0.876;1.020
14:11:26:58;0.066;0.516;0.868;1.012
14:11:26:59;0.070;0.520;0.856;1.004
14:11:26:60;0.070;0.524;0.856;1.006
14:11:26:77;0.074;0.528;0.856;1.008
14:11:26:96;0.070;0.532;0.852;1.007
14:11:26:106;0.066;0.532;0.860;1.013
14:11:26:127;0.066;0.524;0.864;1.012
14:11:26:143;0.063;0.520;0.864;1.010
14:11:26:156;0.063;0.516;0.860;1.005
14:11:26:167;0.070;0.520;0.852;1.001
14:11:26:187;0.070;0.528;0.856;1.008
14:11:26:206;0.070;0.524;0.852;1.003
14:11:26:216;0.066;0.524;0.848;0.999
14:11:26:236;0.063;0.524;0.856;1.006
14:11:26:246;0.059;0.520;0.868;1.013
14:11:26:266;0.066;0.520;0.876;1.020
14:11:26:276;0.070;0.528;0.868;1.018
14:11:26:296;0.074;0.532;0.860;1.014
14:11:26:317;0.074;0.539;0.856;1.015
14:11:26:332;0.070;0.539;0.852;1.011
14:11:26:347;0.066;0.536;0.852;1.009
14:11:26:357;0.066;0.532;0.860;1.013
14:11:26:378;0.063;0.528;0.868;1.018
14:11:26:388;0.066;0.532;0.864;1.017
14:11:26:407;0.070;0.532;0.856;1.010
14:11:26:417;0.078;0.536;0.860;1.016
14:11:26:438;0.078;0.528;0.856;1.009
14:11:26:458;0.074;0.524;0.848;1.000
14:11:26:471;0.066;0.524;0.837;0.989
14:11:26:488;0.059;0.524;0.833;0.985
14:11:26:498;0.055;0.512;0.844;0.989
14:11:26:519;0.059;0.512;0.856;0.999
14:11:26:528;0.063;0.520;0.856;1.003
14:11:26:549;0.070;0.524;0.852;1.003
14:11:26:568;0.070;0.532;0.840;0.997
14:11:26:579;0.063;0.532;0.833;0.990
14:11:26:597;0.059;0.532;0.837;0.993
14:11:26:607;0.059;0.528;0.840;0.994
14:11:26:627;0.059;0.524;0.852;1.002
14:11:26:637;0.066;0.528;0.856;1.008
14:11:26:657;0.070;0.536;0.852;1.009
14:11:26:680;0.074;0.539;0.848;1.008
14:11:26:688;0.074;0.539;0.852;1.011
14:11:26:708;0.074;0.536;0.852;1.009
14:11:26:720;0.074;0.532;0.844;1.001
14:11:26:739;0.070;0.536;0.848;1.006
14:11:26:749;0.070;0.536;0.852;1.009
14:11:26:769;0.066;0.532;0.856;1.010
14:11:26:792;0.066;0.528;0.856;1.008
14:11:26:803;0.070;0.532;0.848;1.004
14:11:26:820;0.070;0.536;0.848;1.006
14:11:26:829;0.070;0.536;0.844;1.002
14:11:26:848;0.066;0.532;0.840;0.997
14:11:26:857;0.063;0.524;0.844;0.996
14:11:26:877;0.066;0.528;0.856;1.008
14:11:26:897;0.070;0.536;0.860;1.016
14:11:26:907;0.074;0.539;0.864;1.021
14:11:26:931;0.082;0.547;0.868;1.029
14:11:26:939;0.078;0.543;0.860;1.020
14:11:26:958;0.074;0.543;0.852;1.013
14:11:26:969;0.070;0.539;0.848;1.008
14:11:26:987;0.066;0.539;0.848;1.007
14:11:26:998;0.070;0.543;0.852;1.013
14:11:27:17;0.078;0.547;0.864;1.026
14:11:27:37;0.090;0.555;0.880;1.044
14:11:27:50;0.090;0.547;0.883;1.043
14:11:27:68;0.078;0.543;0.868;1.027
14:11:27:84;0.074;0.543;0.856;1.017
14:11:27:98;0.066;0.543;0.848;1.010
14:11:27:109;0.051;0.543;0.840;1.002
14:11:27:136;0.031;0.539;0.829;0.989
14:11:27:149;0.023;0.536;0.833;0.990
14:11:27:158;0.020;0.520;0.840;0.988
14:11:27:178;0.027;0.516;0.848;0.993
14:11:27:188;0.039;0.520;0.848;0.996
14:11:27:214;0.055;0.532;0.844;0.999
14:11:27:218;0.059;0.536;0.840;0.998
14:11:27:237;0.055;0.539;0.837;0.997
14:11:27:257;0.051;0.543;0.821;0.986
14:11:27:268;0.047;0.539;0.817;0.980
14:11:27:288;0.047;0.536;0.825;0.984
14:11:27:297;0.051;0.539;0.825;0.987
14:11:27:318;0.055;0.547;0.829;0.995
14:11:27:327;0.059;0.551;0.837;1.003
14:11:27:348;0.063;0.551;0.852;1.017
14:11:27:597;0.055;0.551;0.856;1.020
14:11:27:599;0.047;0.543;0.860;1.018
14:11:27:614;0.043;0.543;0.864;1.021
14:11:27:618;0.043;0.539;0.864;1.019
14:11:27:620;0.047;0.543;0.860;1.018
14:11:27:622;0.047;0.543;0.856;1.015
14:11:27:624;0.047;0.551;0.844;1.009
14:11:27:627;0.043;0.551;0.833;0.999
14:11:27:630;0.035;0.547;0.829;0.994
14:11:27:632;0.035;0.539;0.829;0.989
14:11:27:633;0.039;0.539;0.837;0.996
14:11:27:664;0.047;0.539;0.848;1.006
14:11:27:667;0.055;0.543;0.856;1.015
14:11:27:670;0.055;0.547;0.860;1.021
14:11:27:671;0.051;0.547;0.852;1.014
14:11:27:673;0.043;0.547;0.844;1.007
14:11:27:677;0.039;0.543;0.844;1.005
14:11:27:679;0.039;0.539;0.840;0.999
14:11:27:680;0.043;0.539;0.844;1.003
14:11:27:682;0.047;0.543;0.844;1.005
14:11:27:688;0.051;0.551;0.848;1.013
14:11:27:707;0.051;0.551;0.852;1.016
14:11:27:727;0.051;0.551;0.856;1.019
14:11:27:737;0.047;0.547;0.852;1.014
14:11:27:757;0.047;0.543;0.852;1.012
14:11:27:768;0.047;0.543;0.848;1.008
14:11:27:787;0.047;0.539;0.844;1.003
14:11:27:797;0.047;0.543;0.844;1.005
14:11:27:818;0.043;0.539;0.856;1.013
14:11:27:830;0.039;0.539;0.856;1.013
14:11:27:854;0.039;0.539;0.852;1.009
14:11:27:869;0.039;0.539;0.840;0.999
14:11:27:880;0.043;0.536;0.829;0.988
14:11:27:897;0.043;0.539;0.817;0.980
14:11:27:907;0.039;0.536;0.821;0.981
14:11:27:930;0.039;0.543;0.829;0.992
14:11:27:939;0.043;0.543;0.844;1.005
14:11:27:958;0.047;0.547;0.852;1.014
14:11:27:978;0.051;0.551;0.864;1.026
14:11:27:988;0.059;0.555;0.868;1.032
14:11:28:8;0.063;0.559;0.864;1.031
14:11:28:18;0.063;0.555;0.868;1.032
14:11:28:37;0.059;0.543;0.872;1.029
14:11:28:48;0.055;0.543;0.864;1.022
14:11:28:69;0.051;0.543;0.856;1.015
14:11:28:87;0.043;0.543;0.844;1.005
14:11:28:97;0.039;0.539;0.837;0.996
14:11:28:119;0.039;0.539;0.833;0.993
14:11:28:129;0.043;0.539;0.833;0.993
14:11:28:149;0.047;0.547;0.837;1.001
14:11:28:158;0.047;0.551;0.844;1.009
14:11:28:178;0.043;0.551;0.856;1.019
14:11:28:199;0.039;0.551;0.860;1.022
14:11:28:211;0.035;0.551;0.864;1.025
14:11:28:228;0.039;0.555;0.860;1.024
14:11:28:238;0.043;0.555;0.852;1.018
14:11:28:259;0.047;0.551;0.848;1.013
14:11:28:269;0.043;0.547;0.837;1.001
14:11:28:287;0.043;0.543;0.840;1.002
14:11:28:307;0.043;0.539;0.844;1.003
14:11:28:318;0.043;0.536;0.844;1.001
14:11:28:337;0.043;0.536;0.837;0.994
14:11:28:347;0.039;0.536;0.833;0.991
14:11:28:368;0.039;0.536;0.837;0.994
14:11:28:377;0.039;0.539;0.840;0.999
14:11:28:398;0.039;0.539;0.848;1.006
14:11:28:408;0.039;0.543;0.856;1.015
14:11:28:428;0.043;0.547;0.856;1.017
14:11:28:454;0.039;0.543;0.856;1.015
14:11:28:460;0.039;0.539;0.852;1.009
14:11:28:479;0.035;0.547;0.848;1.010
14:11:28:492;0.039;0.547;0.844;1.007
14:11:28:508;0.039;0.543;0.844;1.005
14:11:28:537;0.043;0.539;0.844;1.003
14:11:28:557;0.043;0.536;0.852;1.007
14:11:28:567;0.051;0.539;0.852;1.010
14:11:28:587;0.055;0.539;0.852;1.010
14:11:28:617;0.055;0.543;0.840;1.002
14:11:28:627;0.051;0.543;0.840;1.002
14:11:28:647;0.047;0.543;0.844;1.005
14:11:28:669;0.047;0.543;0.852;1.012
14:11:28:698;0.043;0.539;0.856;1.013
14:11:28:709;0.047;0.543;0.852;1.012
14:11:28:733;0.051;0.543;0.852;1.012
14:11:28:739;0.051;0.547;0.852;1.014
14:11:28:759;0.047;0.551;0.848;1.013
14:11:28:788;0.043;0.551;0.852;1.016
14:11:28:789;0.039;0.547;0.860;1.020
14:11:28:820;0.035;0.543;0.864;1.021
14:11:28:822;0.043;0.539;0.872;1.026
14:11:28:837;0.047;0.539;0.864;1.020
14:11:28:847;0.051;0.543;0.852;1.012
14:11:28:867;0.047;0.547;0.844;1.007
14:11:28:880;0.043;0.543;0.840;1.002
14:11:28:897;0.043;0.539;0.840;1.000
14:11:28:917;0.047;0.536;0.844;1.001
14:11:28:928;0.055;0.532;0.852;1.006
14:11:28:948;0.063;0.536;0.856;1.012
14:11:28:971;0.063;0.536;0.864;1.018
14:11:28:979;0.055;0.539;0.856;1.013
14:11:29:173;0.043;0.543;0.848;1.008
14:11:29:174;0.039;0.555;0.825;0.995
14:11:29:174;0.035;0.539;0.825;0.986
14:11:29:176;0.047;0.516;0.852;0.997
14:11:29:177;0.074;0.563;0.883;1.050
14:11:29:178;0.070;0.547;0.868;1.028
14:11:29:179;0.051;0.551;0.860;1.023
14:11:29:180;0.043;0.543;0.880;1.035
14:11:29:181;0.023;0.536;0.880;1.030
14:11:29:181;0.012;0.524;0.844;0.994
14:11:29:184;0.016;0.536;0.840;0.997
14:11:29:184;0.020;0.536;0.829;0.987
14:11:29:186;0.027;0.539;0.825;0.986
14:11:29:199;0.031;0.539;0.825;0.986
14:11:29:209;0.035;0.543;0.833;0.995
14:11:29:226;0.035;0.539;0.840;0.999
14:11:29:246;0.035;0.539;0.837;0.996
14:11:29:256;0.027;0.536;0.821;0.980
14:11:29:277;0.020;0.532;0.821;0.978
14:11:29:286;0.023;0.524;0.821;0.974
14:11:29:306;0.027;0.528;0.825;0.980
14:11:29:316;0.031;0.528;0.840;0.993
14:11:29:341;0.039;0.536;0.864;1.017
14:11:29:356;0.047;0.539;0.868;1.023
14:11:29:367;0.059;0.551;0.872;1.033
14:11:29:381;0.063;0.555;0.868;1.032
14:11:29:397;0.063;0.559;0.864;1.031
14:11:29:418;0.043;0.555;0.840;1.008
14:11:29:429;0.043;0.551;0.840;1.006
14:11:29:447;0.035;0.547;0.852;1.013
14:11:29:457;0.031;0.547;0.856;1.017
14:11:29:478;0.031;0.555;0.864;1.027
14:11:29:498;0.031;0.555;0.868;1.031
14:11:29:508;0.031;0.555;0.860;1.024
14:11:29:531;0.023;0.547;0.848;1.010
14:11:29:538;0.020;0.536;0.840;0.997
14:11:29:559;0.020;0.532;0.848;1.001
14:11:29:570;0.031;0.532;0.852;1.005
14:11:29:587;0.043;0.532;0.860;1.012
14:11:29:607;0.055;0.536;0.860;1.015
14:11:29:618;0.063;0.547;0.856;1.018
14:11:29:637;0.063;0.551;0.840;1.007
14:11:29:647;0.051;0.547;0.833;0.998
14:11:29:667;0.047;0.539;0.829;0.990
14:11:29:678;0.047;0.536;0.833;0.991
14:11:29:698;0.055;0.539;0.833;0.994
14:11:29:717;0.059;0.547;0.833;0.998
14:11:29:730;0.055;0.547;0.840;1.004
14:11:29:749;0.047;0.547;0.844;1.007
14:11:29:769;0.039;0.543;0.844;1.005
14:11:29:780;0.035;0.547;0.844;1.007
14:11:29:788;0.039;0.551;0.852;1.016
14:11:29:808;0.043;0.551;0.860;1.022
14:11:29:823;0.051;0.563;0.864;1.032
14:11:29:837;0.051;0.567;0.864;1.034
14:11:29:857;0.043;0.571;0.856;1.030
14:11:29:867;0.035;0.559;0.856;1.023
14:11:29:888;0.031;0.555;0.852;1.017
14:11:29:897;0.035;0.547;0.844;1.007
14:11:29:917;0.043;0.547;0.840;1.004
14:11:29:930;0.051;0.547;0.833;0.998
14:11:29:955;0.055;0.547;0.844;1.008
14:11:29:971;0.047;0.543;0.848;1.008
14:11:29:978;0.039;0.539;0.844;1.003
14:11:29:997;0.035;0.539;0.840;0.999
14:11:30:6;0.035;0.543;0.837;0.998
14:11:30:31;0.039;0.539;0.825;0.986
14:11:30:37;0.039;0.539;0.829;0.990
14:11:30:57;0.039;0.539;0.825;0.986
14:11:30:78;0.039;0.547;0.829;0.994
14:11:30:88;0.039;0.547;0.844;1.007
14:11:30:108;0.043;0.543;0.856;1.015
14:11:30:118;0.039;0.543;0.860;1.018
14:11:30:138;0.043;0.547;0.852;1.014
14:11:30:148;0.047;0.551;0.848;1.013
14:11:30:181;0.047;0.547;0.852;1.014
14:11:30:188;0.051;0.547;0.856;1.017
14:11:30:198;0.047;0.547;0.856;1.017
14:11:30:220;0.043;0.547;0.856;1.017
14:11:30:239;0.043;0.551;0.848;1.012
14:11:30:247;0.047;0.555;0.844;1.012
14:11:30:256;0.047;0.559;0.837;1.007
14:11:30:291;0.051;0.559;0.833;1.004
14:11:30:305;0.051;0.555;0.837;1.005
14:11:30:308;0.051;0.551;0.848;1.013
14:11:30:331;0.047;0.547;0.856;1.017
14:11:30:337;0.047;0.547;0.852;1.014
14:11:30:357;0.051;0.555;0.860;1.025
14:11:30:387;0.047;0.559;0.840;1.010
14:11:30:407;0.043;0.571;0.829;1.007
14:11:30:425;0.043;0.567;0.840;1.015
14:11:30:437;0.035;0.563;0.856;1.025
14:11:30:447;0.043;0.571;0.860;1.033
14:11:30:469;0.039;0.567;0.864;1.034
14:11:30:477;0.043;0.555;0.856;1.021
14:11:30:532;0.039;0.563;0.852;1.022
14:11:30:552;0.043;0.547;0.840;1.004
14:11:30:558;0.063;0.543;0.848;1.009
14:11:30:568;0.078;0.547;0.844;1.009
14:11:30:572;0.074;0.543;0.821;0.987
14:11:30:800;0.090;0.539;0.821;0.986
14:11:30:801;0.094;0.536;0.833;0.994
14:11:30:802;0.086;0.547;0.868;1.030
14:11:30:802;0.070;0.547;0.813;0.983
14:11:30:803;0.055;0.551;0.797;0.971
14:11:30:804;0.051;0.563;0.797;0.977
14:11:30:805;0.066;0.559;0.794;0.973
14:11:30:806;0.098;0.559;0.797;0.979
14:11:30:807;0.113;0.555;0.817;0.994
14:11:30:808;0.117;0.571;0.805;0.994
14:11:30:809;0.109;0.575;0.790;0.983
14:11:30:810;0.102;0.567;0.794;0.980
14:11:30:811;0.113;0.571;0.817;1.003
14:11:30:812;0.129;0.575;0.813;1.004
14:11:30:812;0.137;0.586;0.801;1.002
14:11:30:815;0.125;0.579;0.794;0.990
14:11:30:826;0.133;0.590;0.794;0.998
14:11:30:836;0.149;0.602;0.790;1.004
14:11:30:856;0.168;0.606;0.782;1.003
14:11:30:876;0.160;0.606;0.786;1.005
14:11:30:886;0.145;0.598;0.790;1.001
14:11:30:906;0.145;0.606;0.790;1.006
14:11:30:916;0.156;0.614;0.794;1.015
14:11:30:936;0.164;0.622;0.790;1.018
14:11:30:946;0.168;0.622;0.782;1.013
14:11:30:966;0.168;0.622;0.766;1.001
14:11:30:986;0.164;0.618;0.786;1.013
14:11:30:996;0.168;0.610;0.813;1.030
14:11:31:17;0.176;0.598;0.825;1.034
14:11:31:26;0.180;0.594;0.829;1.035
14:11:31:46;0.172;0.594;0.813;1.022
14:11:31:56;0.172;0.586;0.801;1.008
14:11:31:76;0.156;0.590;0.786;0.995
14:11:31:86;0.168;0.594;0.782;0.996
14:11:31:106;0.172;0.594;0.786;1.000
14:11:31:130;0.176;0.606;0.782;1.005
14:11:31:137;0.192;0.614;0.774;1.006
14:11:31:157;0.195;0.618;0.758;0.997
14:11:31:167;0.192;0.614;0.758;0.994
14:11:31:187;0.192;0.606;0.766;0.995
14:11:31:197;0.188;0.606;0.782;1.007
14:11:31:233;0.188;0.606;0.794;1.016
14:11:31:237;0.184;0.622;0.786;1.018
14:11:31:248;0.192;0.641;0.786;1.032
14:11:31:283;0.199;0.653;0.786;1.041
14:11:31:285;0.195;0.653;0.774;1.031
14:11:31:296;0.199;0.641;0.778;1.028
14:11:31:307;0.215;0.629;0.809;1.047
14:11:31:339;0.231;0.625;0.829;1.064
14:11:31:353;0.242;0.633;0.825;1.068
14:11:31:359;0.246;0.629;0.801;1.048
14:11:31:380;0.242;0.618;0.758;1.008
14:11:31:386;0.227;0.594;0.719;0.960
14:11:31:413;0.219;0.586;0.715;0.950
14:11:31:418;0.215;0.586;0.731;0.961
14:11:31:436;0.211;0.582;0.747;0.970
14:11:31:463;0.215;0.590;0.766;0.991
14:11:31:468;0.203;0.590;0.770;0.991
14:11:31:480;0.199;0.594;0.770;0.993
14:11:31:497;0.195;0.586;0.778;0.994
14:11:31:518;0.192;0.586;0.782;0.996
14:11:31:538;0.195;0.602;0.786;1.009
14:11:31:567;0.199;0.610;0.786;1.014
14:11:31:571;0.192;0.610;0.782;1.010
14:11:31:580;0.188;0.606;0.774;1.001
14:11:31:597;0.184;0.606;0.774;1.000
14:11:31:607;0.188;0.610;0.774;1.003
14:11:31:630;0.188;0.614;0.774;1.005
14:11:31:637;0.188;0.614;0.762;0.996
14:11:31:670;0.188;0.614;0.754;0.990
14:11:31:672;0.184;0.614;0.751;0.987
14:11:31:688;0.184;0.614;0.754;0.990
14:11:31:707;0.192;0.614;0.774;1.006
14:11:31:717;0.199;0.622;0.786;1.021
14:11:31:738;0.199;0.618;0.782;1.016
14:11:31:748;0.207;0.629;0.778;1.022
14:11:31:768;0.207;0.629;0.762;1.010
14:11:31:778;0.184;0.618;0.751;0.989
14:11:31:810;0.176;0.614;0.747;0.982
14:11:31:818;0.184;0.618;0.758;0.995
14:11:31:828;0.192;0.625;0.774;1.013
14:11:31:848;0.199;0.629;0.786;1.026
14:11:31:874;0.195;0.633;0.774;1.019
14:11:31:880;0.176;0.622;0.758;0.996
14:11:31:888;0.164;0.618;0.751;0.986
14:11:31:907;0.164;0.625;0.751;0.991
14:11:31:961;0.168;0.629;0.747;0.991
14:11:31:971;0.180;0.633;0.754;1.001
14:11:31:974;0.192;0.633;0.774;1.018
14:11:31:984;0.195;0.633;0.774;1.019
14:11:31:986;0.188;0.633;0.778;1.020
14:11:31:997;0.172;0.629;0.766;1.006
14:11:32:17;0.180;0.641;0.770;1.018
14:11:32:30;0.188;0.649;0.778;1.030
14:11:32:47;0.195;0.649;0.786;1.038
14:11:32:69;0.199;0.653;0.794;1.047
14:11:32:77;0.192;0.645;0.778;1.028
14:11:32:97;0.184;0.641;0.758;1.010
14:11:32:107;0.195;0.641;0.762;1.015
14:11:32:140;0.215;0.641;0.774;1.028
14:11:32:362;0.235;0.637;0.786;1.038
14:11:32:363;0.238;0.633;0.778;1.031
14:11:32:364;0.235;0.618;0.754;1.003
14:11:32:365;0.207;0.598;0.708;0.949
14:11:32:367;0.199;0.606;0.688;0.938
14:11:32:395;0.207;0.610;0.692;0.945
14:11:32:397;0.211;0.614;0.684;0.943
14:11:32:399;0.215;0.618;0.700;0.958
14:11:32:401;0.215;0.618;0.711;0.966
14:11:32:410;0.207;0.618;0.719;0.970
14:11:32:411;0.203;0.622;0.708;0.963
14:11:32:412;0.211;0.641;0.723;0.989
14:11:32:414;0.223;0.641;0.731;0.997
14:11:32:415;0.223;0.645;0.743;1.009
14:11:32:418;0.211;0.641;0.758;1.015
14:11:32:419;0.195;0.633;0.758;1.007
14:11:32:420;0.199;0.637;0.770;1.019
14:11:32:421;0.211;0.645;0.770;1.026
14:11:32:426;0.211;0.645;0.754;1.015
14:11:32:436;0.219;0.645;0.758;1.019
14:11:32:457;0.215;0.649;0.751;1.015
14:11:32:466;0.215;0.649;0.747;1.012
14:11:32:486;0.219;0.653;0.751;1.018
14:11:32:506;0.219;0.641;0.758;1.017
14:11:32:516;0.219;0.641;0.766;1.023
14:11:32:531;0.211;0.629;0.751;1.002
14:11:32:547;0.219;0.645;0.688;0.968
14:11:32:567;0.270;0.657;0.676;0.980
14:11:32:577;0.274;0.649;0.700;0.993
14:11:32:597;0.266;0.637;0.700;0.983
14:11:32:607;0.246;0.618;0.727;0.985
14:11:32:627;0.223;0.622;0.751;1.000
14:11:32:647;0.231;0.657;0.762;1.032
14:11:32:657;0.238;0.684;0.762;1.052
14:11:32:680;0.250;0.727;0.782;1.097
14:11:32:691;0.274;0.747;0.797;1.126
14:11:32:708;0.297;0.813;0.864;1.223
14:11:32:718;0.309;0.880;0.954;1.334
14:11:32:737;0.313;0.965;1.040;1.453
14:11:32:757;0.364;1.036;1.137;1.581
14:11:32:767;0.450;1.075;1.274;1.727
14:11:32:787;0.528;1.137;1.349;1.841
14:11:32:797;0.547;1.141;1.325;1.833
14:11:32:818;0.508;1.091;1.251;1.736
14:11:32:829;0.461;1.001;1.177;1.612
14:11:32:847;0.395;0.891;1.098;1.469
14:11:32:868;0.313;0.766;0.962;1.269
14:11:32:878;0.246;0.676;0.829;1.098
14:11:32:897;0.199;0.594;0.672;0.919
14:11:32:907;0.145;0.520;0.493;0.731
14:11:32:927;0.070;0.446;0.328;0.558
14:11:32:938;-0.020;0.360;0.168;0.397
14:11:32:958;-0.086;0.301;0.012;0.313
14:11:32:969;-0.149;0.238;-0.125;0.308
14:11:32:987;-0.219;0.145;-0.270;0.376
14:11:33:7;-0.278;0.059;-0.450;0.532
14:11:33:55;-0.328;-0.152;-0.700;0.788
14:11:33:61;-0.418;-0.500;-0.942;1.146
14:11:33:80;-0.504;-0.962;-1.145;1.578
14:11:33:86;-0.602;-1.349;-1.200;1.903
14:11:33:88;-0.645;-1.732;-1.098;2.150
14:11:33:97;-0.516;-1.986;-0.883;2.234
14:11:33:117;-0.328;-1.986;-0.704;2.132
14:11:33:127;-0.160;-1.986;-0.438;2.040
14:11:33:147;-0.047;-1.986;0.250;2.002
14:11:33:173;0.418;-1.986;1.372;2.450
14:11:33:216;1.669;-1.986;2.017;3.286
14:11:33:334;1.997;-1.986;2.017;3.464
14:11:33:337;1.994;-1.911;2.017;3.420
14:11:33:342;1.997;-1.755;2.017;3.337
14:11:33:344;1.997;-1.493;2.017;3.207
14:11:33:346;1.997;-1.450;2.017;3.188
14:11:33:350;1.974;-1.177;2.017;3.058
14:11:33:354;1.732;-0.770;2.017;2.768
14:11:33:356;1.521;-0.340;1.861;2.427
14:11:33:359;1.282;-0.027;1.442;1.930
14:11:33:362;1.102;-0.098;1.243;1.664
14:11:33:367;0.934;-0.152;1.188;1.519
14:11:33:372;0.840;-0.207;1.079;1.383
14:11:33:376;0.739;-0.235;0.950;1.226
14:11:33:396;0.614;-0.223;0.840;1.064
14:11:33:406;0.489;-0.254;0.786;0.959
14:11:33:426;0.426;-0.317;0.844;0.997
14:11:33:447;0.387;-0.375;0.942;1.085
14:11:33:457;0.352;-0.407;0.977;1.115
14:11:33:476;0.317;-0.364;0.919;1.037
14:11:33:488;0.293;-0.301;0.856;0.954
14:11:33:507;0.258;-0.270;0.821;0.902
14:11:33:517;0.231;-0.254;0.801;0.872
14:11:33:536;0.223;-0.235;0.821;0.882
14:11:33:560;0.219;-0.184;0.864;0.910
14:11:33:567;0.231;-0.117;0.872;0.909
14:11:33:586;0.242;-0.059;0.844;0.880
14:11:33:597;0.238;-0.020;0.833;0.866
14:11:33:617;0.215;0.004;0.829;0.856
14:11:33:627;0.184;0.008;0.829;0.849
14:11:33:651;0.160;0.027;0.833;0.848
14:11:33:657;0.145;0.109;0.821;0.841
14:11:33:676;0.145;0.180;0.797;0.830
14:11:33:696;0.141;0.238;0.794;0.840
14:11:33:843;0.117;0.238;0.825;0.867
14:11:33:844;0.090;0.215;0.825;0.857
14:11:33:845;0.066;0.235;0.809;0.845
14:11:33:847;0.059;0.285;0.805;0.856
